iterations,maxEnergyThresh,minEnergyThresh,foragingMean,numSuccess,numAllFail,numParentFail,numEggTimeFail,numEggColdFail,hatchDays,totNeglect,maxNeglect,endEnergy_M,meanEnergy_M,varEnergy_M,endEnergy_F,meanEnergy_F,varEnergy_F
20000,0,600,154,16464,257,3205,74,0,43.5159,3.68575,0.69905,623.548,691.5,11413.1,252.924,450.767,23079.4
20000,0,600,157,17907,72,1987,34,0,42.3404,2.8535,0.58835,657.501,713.564,10144.8,305.733,482.001,19022.1
20000,0,600,160,18901,13,1076,10,0,41.3719,2.18755,0.50755,689.257,733.506,9016.73,362.774,513.405,15496.6
20000,0,650,130,497,17641,1818,44,0,59.4331,25.1249,8.9984,351.477,490.994,30754.5,-80.1156,166.56,65023.9
20000,0,650,133,1103,15564,3215,118,0,58.1435,21.2922,6.6305,394.614,522.983,27153.2,-45.6716,198.075,60367.9
20000,0,650,136,2244,12652,4891,213,0,56.2508,17.493,4.74695,433.761,551.761,23872,-12.9308,233.423,55189.5
20000,0,650,139,4007,9458,6220,315,0,54.0528,14.0336,3.33405,470.196,579.526,21021.3,21.0317,269.53,50059.2
20000,0,650,142,6164,6377,7091,368,0,51.7448,11.0799,2.3197,505.767,608.342,18439.4,56.0774,306.249,45177.3
20000,0,650,145,8946,3737,6877,440,0,49.4174,8.63005,1.62115,540.127,633.083,16135.5,101.132,346.479,39204.3
20000,0,650,148,11675,1829,6161,335,0,47.2505,6.6115,1.16225,567.331,652.877,14399.4,146.281,383.887,33807
20000,0,650,151,14621,713,4449,217,0,45.235,4.9646,0.8627,597.465,673.649,12712.4,202.125,423.483,27980.6
20000,0,650,154,16643,216,3026,115,0,43.7758,3.8625,0.688,626.916,693.405,11343.2,259.806,459.106,23038.6
20000,0,650,157,18112,50,1793,45,0,42.5671,3.00745,0.58915,656.055,711.737,10232.2,316.291,492.787,18918.7
20000,0,650,160,18961,10,1010,19,0,41.5787,2.3273,0.51585,687.908,732.628,9138.95,372.051,523.755,15386.9
20000,0,700,130,513,17609,1831,47,0,59.4031,25.0233,8.9945,353.217,491.281,30659.8,-79.1115,167.453,65162.9
20000,0,700,133,1059,15678,3156,107,0,58.2267,21.4358,6.68775,398.391,523.515,26747.2,-45.5706,198.237,60680.5
20000,0,700,136,2177,12819,4811,193,0,56.3492,17.6343,4.80945,433.212,552.589,23785.1,-13.3906,232.53,55626.9
20000,0,700,139,3972,9426,6260,342,0,54.0829,14.0738,3.317,469.571,578.892,20987.6,21.3135,271.19,50374
20000,0,700,142,6222,6272,7063,443,0,51.7435,11.0686,2.2715,503.918,605.031,18645.6,58.5149,310.279,45084
20000,0,700,145,9035,3643,6841,481,0,49.386,8.5666,1.5731,536.688,630.222,16298.7,103.638,350.791,39251.8
20000,0,700,148,11863,1788,5970,379,0,47.269,6.6178,1.14645,567.836,652.585,14457,150.521,388.751,33605.9
20000,0,700,151,14685,745,4347,223,0,45.3692,5.0662,0.85155,596.986,674.28,12839.1,206.265,427.641,28011.8
20000,0,700,154,16739,231,2896,134,0,43.8606,3.92925,0.69325,624.18,692.061,11483.5,266.02,464.206,22919.3
20000,0,700,157,18104,49,1797,50,0,42.6593,3.0703,0.59025,656.264,712.604,10139.1,319.961,495.422,18806.4
20000,0,700,160,19038,19,929,14,0,41.7064,2.41705,0.5172,688.186,732.659,9074.21,381.192,529.761,15157.7
20000,0,750,130,522,17596,1825,57,0,59.4246,25.0921,9.0686,353.668,492.38,30737.9,-79.451,166.73,65302.1
20000,0,750,133,1091,15455,3296,158,0,58.1165,21.2768,6.5886,399.056,523.737,26905.4,-43.7747,200.219,60219.4
20000,0,750,136,2221,12694,4854,231,0,56.2502,17.4829,4.68615,433.692,550.78,23917.3,-12.3904,235.425,55468.2
20000,0,750,139,3801,9531,6359,309,0,54.1416,14.111,3.33795,470.296,580.331,20966.8,20.633,270.73,50470.4
20000,0,750,142,6175,6357,6993,475,0,51.8111,11.1531,2.32375,505.565,606.284,18392.4,58.7248,309.586,45030.9
20000,0,750,145,9188,3475,6870,467,0,49.3859,8.55575,1.58065,536.993,629.61,16271.5,103.231,352.211,39155.7
20000,0,750,148,11945,1695,5938,422,0,47.2888,6.619,1.12895,568.215,653.16,14420,152.933,389.928,33391.8
20000,0,750,151,14610,708,4411,271,0,45.4664,5.13245,0.85845,597.281,673.523,12784.1,207.796,428.498,27998.9
20000,0,750,154,16571,240,3041,148,0,44.0359,4.05075,0.7075,629.101,694.953,11364.2,262.333,463.158,23295
20000,0,750,157,18124,55,1753,68,0,42.7694,3.15045,0.5961,658.015,712.544,10099.5,324.21,499.298,18747
20000,0,750,160,18983,13,980,24,0,41.8141,2.4883,0.52235,687.322,732.205,9154.29,382.546,530.357,15220
