iteration,hatchSuccess,hatchDays,neglect,maxNeglect,endEnergy_M,meanEnergy_M,varEnergy_M,endEnergy_F,meanEnergy_F,varEnergy_F,meanIncubation_M,varIncubation_M,numIncubation_M,meanForaging_M,varForaging_M,numForaging_M,meanIncubation_F,varIncubation_F,numIncubation_F,meanForaging_F,varForaging_F,numForaging_F,incubationMetabolism,foragingMetabolism,minEnergyThreshold,maxEnergyThreshold
167,0,31,9,7,25.5741,56.2727,636.415,56.9512,52.4453,716.571,4,6,3,5.5,20.25,2,3.33333,10.8889,3,2.5,2.25,2,10,18,15,80
168,0,31,11,9,40.8464,46.8335,768.512,10.344,62.5186,500.345,3.33333,10.8889,3,1,0,2,2.5,6.75,4,6.33333,56.8889,3,10,19,15,80
169,0,31,18,18,35.7547,41.9464,763.705,61.5194,68.9594,119.761,3,8,3,1.5,0.25,2,1.33333,0.222222,3,1,0,2,10,20,15,80
170,0,31,21,21,35.5355,51.6526,232.988,-4.9498,27.4446,1008.43,1,0,1,nan,nan,0,4.5,12.25,2,1,0,1,10,21,15,80
171,0,31,17,17,7.71079,34.0887,1114.28,43.1477,58.578,246.249,3,8,3,2,1,2,1.66667,0.888889,3,1,0,2,10,22,15,80
172,0,31,19,19,-93.1409,-2.1253,3789.37,-29.0277,24.3639,1508.74,5,9,2,1,0,1,1,0,2,2,0,1,10,23,15,80
173,0,31,20,20,-30.8604,30.5061,1289.47,-49.5897,13.4648,2017.96,1,0,2,1,0,1,3,8,3,1,0,2,10,24,15,80
174,0,31,22,22,-79.6137,1.97247,3164.55,-68.5958,-4.06618,2500.96,1,0,1,nan,nan,0,4,9,2,1,0,1,10,25,15,80
175,1,31,0,0,231.827,175.467,1700.84,227.139,161.527,1402.31,1,0,15,1,0,15,1,0,16,1,0,15,10,1,15,80
176,1,31,0,0,221.905,170.127,1282.33,241.047,167.703,1731.46,1,0,15,1,0,15,1,0,16,1,0,15,10,2,15,80
177,1,31,0,0,173.482,138.685,658.634,216.046,164.127,1329.81,1,0,15,1,0,15,1,0,16,1,0,15,10,3,15,80
178,1,31,0,0,179.849,141.749,758.902,158.472,131.701,497.788,1,0,15,1,0,15,1,0,16,1,0,15,10,4,15,80
179,1,31,0,0,183.504,150.003,1032.92,174.273,127.408,442.606,1,0,15,1,0,15,1,0,16,1,0,15,10,5,15,80
180,1,31,0,0,127.295,115.122,65.4127,124.564,103.844,59.6701,1,0,15,1,0,15,1,0,16,1,0,15,10,6,15,80
181,1,31,0,0,148.689,118.09,447.524,166.994,120.318,490.76,1,0,15,1,0,15,1,0,16,1,0,15,10,7,15,80
182,1,31,0,0,138.734,125.638,132.58,119.717,97.4978,72.9249,1,0,15,1,0,15,1,0,16,1,0,15,10,8,15,80
183,1,31,0,0,144.875,122.778,284.881,122.445,100.981,106.361,1,0,15,1,0,15,1,0,16,1,0,15,10,9,15,80
184,1,31,0,0,91.5158,97.1837,46.2187,90.6308,93.5935,53.3134,1,0,15,1,0,15,1,0,16,1,0,15,10,10,15,80
185,1,31,0,0,78.5177,100.246,109.231,98.6367,97.1982,47.116,1,0,15,1,0,15,1,0,16,1,0,15,10,11,15,80
186,1,31,0,0,95.3471,100.255,46.8823,85.9043,87.935,74.5366,1,0,15,1,0,15,1,0,16,1,0,15,10,12,15,80
187,1,31,1,1,61.0765,61.523,585.911,6.10541,63.3392,545.569,2.6,5.44,5,2,3,4,2.83333,7.47222,6,2.6,5.44,5,10,13,15,80
188,1,31,0,0,20.2758,66.2245,502.906,54.3683,64.8664,502.914,2.83333,5.47222,6,2.6,5.44,5,2.33333,4.88889,6,2,2.4,5,10,14,15,80
189,0,31,7,7,62.1616,60.22,639.467,64.3188,65.3946,358.959,4.33333,6.22222,3,3.5,6.25,2,2.66667,5.55556,3,6.66667,29.5556,3,10,15,15,80
190,1,31,5,5,43.743,59.9532,621.492,51.2697,54.9964,731.381,2.8,5.76,5,2.75,6.1875,4,2.4,5.44,5,1.75,1.6875,4,10,16,15,80
191,1,31,8,5,22.1032,67.8113,619.664,36.6986,52.6844,677.491,2.4,7.84,5,3.75,22.6875,4,2.2,5.76,5,1,0,4,10,17,15,80
192,0,31,10,7,31.9433,59.7792,662.07,50.5119,53.0275,620.587,2.75,6.1875,4,4,18,3,2.5,6.75,4,1.33333,0.222222,3,10,18,15,80
193,0,31,13,13,37.8937,54.7726,551.334,16.7075,42.4861,1400.41,1.75,1.6875,4,1,0,3,2.2,5.76,5,1.75,1.6875,4,10,19,15,80
194,0,31,13,12,19.0413,32.4677,879.538,8.81949,44.0737,952.605,4.5,12.25,2,1,0,1,3,8,3,5,16,2,10,20,15,80
195,0,31,19,19,25.6457,46.4297,542.997,-20.1623,21.2125,1740.99,1.5,0.25,2,1,0,1,3,8,3,1.5,0.25,2,10,21,15,80
196,0,31,20,20,-6.46017,28.1671,1163.22,13.0225,40.8593,719.55,4.5,12.25,2,1,0,1,1,0,2,1,0,1,10,22,15,80
197,0,31,21,21,-67.2463,-4.47291,2984.99,45.8198,55.7872,315.048,4,9,2,1,0,1,1,0,2,1,0,1,10,23,15,80
198,0,31,20,20,-73.7676,1.91565,2806.28,-53.1742,20.3068,1997.48,4,9,2,2,0,1,1.5,0.25,2,1,0,1,10,24,15,80
199,0,31,21,21,-91.3419,-1.93971,2962.29,-56.6622,22.8181,2132.88,4,9,2,1,0,1,1,0,2,1,0,1,10,25,15,80
200,1,31,0,0,258.015,180.245,1917.02,260.719,186.344,2525.14,1,0,15,1,0,15,1,0,16,1,0,15,10,1,15,80
201,1,31,0,0,174.207,139.651,693.43,199.039,140.443,1226.26,1,0,15,1,0,15,1,0,16,1,0,15,10,2,15,80
202,1,31,0,0,232.761,159.058,1783.31,230.935,157.156,1574.45,1,0,15,1,0,15,1,0,16,1,0,15,10,3,15,80
203,1,31,0,0,188.717,156.576,648.769,219.351,154.051,1241.74,1,0,15,1,0,15,1,0,16,1,0,15,10,4,15,80
204,1,31,0,0,187.567,155.188,659.214,174.06,130.132,638.954,1,0,15,1,0,15,1,0,16,1,0,15,10,5,15,80
205,1,31,0,0,177.239,145.083,587.923,167.16,136.631,507.046,1,0,15,1,0,15,1,0,16,1,0,15,10,6,15,80
206,1,31,0,0,137.973,125.973,129.795,146.26,113.525,167.736,1,0,15,1,0,15,1,0,16,1,0,15,10,7,15,80
207,1,31,0,0,149.829,137.233,234.094,141.405,119.127,201.231,1,0,15,1,0,15,1,0,16,1,0,15,10,8,15,80
208,1,31,0,0,105.716,104.349,63.0056,118.583,100.841,94.0471,1,0,15,1,0,15,1,0,16,1,0,15,10,9,15,80
209,1,31,0,0,87.1179,87.99,106.79,83.5447,83.0416,79.207,1.23077,0.331361,13,1.16667,0.138889,12,1.15385,0.130178,13,1.23077,0.331361,13,10,10,15,80
210,1,31,0,0,93.1424,109.56,84.646,102.114,100.748,50.435,1,0,15,1,0,15,1,0,16,1,0,15,10,11,15,80
211,1,31,0,0,80.91,92.6304,271.825,65.3194,82.5352,119.378,1.16667,0.305556,12,1.25,0.354167,12,1.23077,0.331361,13,1.16667,0.305556,12,10,12,15,80
212,1,31,0,0,30.2048,78.4892,373.016,62.3159,74.7661,206.983,1.57143,0.530612,7,1.85714,1.83673,7,1.75,1.6875,8,1.57143,0.530612,7,10,13,15,80
213,1,31,1,1,93.8051,79.3402,222.873,15.6668,68.6003,607.962,1.71429,1.91837,7,2.42857,6.2449,7,2.125,4.35938,8,1.71429,1.91837,7,10,14,15,80
214,1,31,2,2,50.1755,55.6954,771.451,26.8239,66.3517,273.946,3.75,7.6875,4,2,2,3,1.75,1.6875,4,4.25,11.6875,4,10,15,15,80
215,1,31,4,3,56.7716,62.4334,636.963,21.2359,66.3102,613.433,2.4,5.44,5,1.75,1.6875,4,2.5,5.25,6,2.6,7.44,5,10,16,15,80
216,1,31,8,6,29.4587,62.4211,641.682,70.6111,56.7322,531.847,4,8.66667,3,7,36,2,3,8,3,6.66667,44.2222,3,10,17,15,80
217,1,31,6,6,40.0089,56.5896,734.842,30.2174,50.0563,756.417,3,8,3,5,32,3,2.5,6.75,4,3,8,3,10,18,15,80
218,0,31,18,18,65.9427,66.6607,146.479,23.9779,43.056,714.724,2,1,2,1,0,1,3,8,3,2,1,2,10,19,15,80
219,0,31,13,9,19.0268,32.7722,886.026,12.6469,60.1343,596.048,4.5,12.25,2,1,0,1,3,8,3,9,64,2,10,20,15,80
220,0,31,19,19,4.38502,34.1614,824.349,47.7069,55.3964,210.018,4,9,2,3,0,1,2,1,2,1,0,1,10,21,15,80
221,0,31,14,10,-12.4392,47.7468,1145.55,-41.1262,10.7673,1877.01,4,9,2,12,0,1,4.5,12.25,2,1,0,1,10,22,15,80
222,0,31,21,21,-61.0124,12.7606,2304.5,-26.8413,13.9885,1517.21,1,0,1,nan,nan,0,4.5,12.25,2,1,0,1,10,23,15,80
223,0,31,20,20,-113.483,-10.927,4636.78,-32.6811,28.8385,1404.44,4.5,12.25,2,1,0,1,1,0,2,1,0,1,10,24,15,80
224,0,31,20,20,-116.512,-10.6676,4498.43,-89.5846,-8.50283,3971.01,4.5,12.25,2,1,0,1,1,0,2,1,0,1,10,25,15,80
225,1,31,0,0,235.974,175.548,1863.17,254.576,164.936,2235.69,1,0,15,1,0,15,1,0,16,1,0,15,10,1,15,80
226,1,31,0,0,236.684,175.155,1908.34,243.219,171.472,1830.83,1,0,15,1,0,15,1,0,16,1,0,15,10,2,15,80
227,1,31,0,0,236.526,170.987,1983.65,174.757,139.98,453.731,1,0,15,1,0,15,1,0,16,1,0,15,10,3,15,80
228,1,31,0,0,139.165,117.238,199.94,210.978,147.821,1190.26,1,0,15,1,0,15,1,0,16,1,0,15,10,4,15,80
229,1,31,0,0,171.023,146.77,467.08,164.147,121.617,544.799,1,0,15,1,0,15,1,0,16,1,0,15,10,5,15,80
230,1,31,0,0,175.026,136.967,435.271,133.257,111.514,114.163,1,0,15,1,0,15,1,0,16,1,0,15,10,6,15,80
231,1,31,0,0,146.845,126.183,224.05,136.164,114.26,169.573,1,0,15,1,0,15,1,0,16,1,0,15,10,7,15,80
232,1,31,0,0,119.327,115.398,75.5615,140.224,111.263,175.994,1,0,15,1,0,15,1,0,16,1,0,15,10,8,15,80
233,1,31,0,0,101.498,111.855,69.2751,105.798,101.99,57.023,1,0,15,1,0,15,1,0,16,1,0,15,10,9,15,80
234,1,31,0,0,127.209,118.942,117.407,91.5981,91.3195,35.9025,1,0,15,1,0,15,1,0,16,1,0,15,10,10,15,80
235,1,31,0,0,69.0083,86.6441,122.908,52.0798,81.3965,240.762,1,0,12,1.25,0.6875,12,1.23077,0.639053,13,1,0,12,10,11,15,80
236,1,31,0,0,60.1057,80.7152,197.311,73.9177,79.9698,204.194,1.55556,1.1358,9,1.75,1.1875,8,1.66667,1.11111,9,1.55556,1.1358,9,10,12,15,80
237,1,31,0,0,54.5622,75.4245,392.228,57.5877,74.2506,316.275,1.71429,1.91837,7,2,3.14286,7,1.875,2.85938,8,1.71429,1.91837,7,10,13,15,80
238,1,31,0,0,61.0736,84.8103,408.432,40.0383,77.2237,159.323,1.55556,0.91358,9,1.25,0.4375,8,1.22222,0.395062,9,1.55556,0.91358,9,10,14,15,80
239,1,31,0,0,54.0207,74.0516,359.779,40.2709,72.8608,226.309,2.14286,2.97959,7,1.66667,0.555556,6,1.57143,0.530612,7,2.14286,2.97959,7,10,15,15,80
240,1,31,6,6,45.2531,59.283,939.523,18.9179,59.3274,886.599,2.2,3.76,5,1.25,0.1875,4,2.33333,6.55556,6,2.2,3.76,5,10,16,15,80
241,0,31,10,10,56.0965,59.7983,924.395,81.3132,61.864,491.028,2.75,6.1875,4,2.66667,5.55556,3,2.25,4.6875,4,5.25,46.1875,4,10,17,15,80
242,0,31,9,8,11.6964,39.291,1088.98,13.5234,64.1651,418.426,3,8,3,2.5,2.25,2,3.25,6.1875,4,5.66667,43.5556,3,10,18,15,80
243,0,31,18,18,38.3634,39.5954,831.868,42.364,58.5613,194.887,4,9,2,4,0,1,2.5,2.25,2,1,0,1,10,19,15,80
244,0,31,15,15,32.5518,41.1768,873.496,-30.5606,29.3838,1861.02,3.5,2.25,2,1,0,1,3,8,3,3.5,2.25,2,10,20,15,80
245,0,31,18,18,-2.03612,32.4811,1226.24,35.4708,57.3912,330.883,3,8,3,1.5,0.25,2,1.33333,0.222222,3,1,0,2,10,21,15,80
246,0,31,19,19,14.1882,54.1263,636.085,-18.4081,25.3894,1392.94,1,0,2,1,0,1,3.33333,10.8889,3,1,0,2,10,22,15,80
247,0,31,19,19,-20.4466,27.9403,1301.21,-84.103,2.94671,3381.38,1.5,0.25,2,1,0,1,3,8,3,1.5,0.25,2,10,23,15,80
248,0,31,21,21,-71.6471,11.0426,2119.46,-86.8395,-0.335539,2496.13,1,0,1,nan,nan,0,4.5,12.25,2,1,0,1,10,24,15,80
249,0,31,20,20,-77.1007,10.6254,2518.24,-52.1827,12.3031,2047.28,1,0,2,1,0,1,3,8,3,1,0,2,10,25,15,80
250,1,31,0,0,243.628,178.288,1731.2,204.011,146.63,1299.88,1,0,15,1,0,15,1,0,16,1,0,15,10,1,15,80
251,1,31,0,0,227.008,173.214,1609.86,241.455,170.525,1681.35,1,0,15,1,0,15,1,0,16,1,0,15,10,2,15,80
252,1,31,0,0,215.234,163.566,1638.41,232.674,154.924,1720.57,1,0,15,1,0,15,1,0,16,1,0,15,10,3,15,80
253,1,31,0,0,202.547,156.729,1051.33,200.508,142.289,970.687,1,0,15,1,0,15,1,0,16,1,0,15,10,4,15,80
254,1,31,0,0,149.474,124.804,283.442,197.222,143.248,1131.14,1,0,15,1,0,15,1,0,16,1,0,15,10,5,15,80
255,1,31,0,0,160.466,142.404,401.792,169.292,132.947,396.714,1,0,15,1,0,15,1,0,16,1,0,15,10,6,15,80
256,1,31,0,0,136.695,117.032,166.427,143.238,114.232,200.982,1,0,15,1,0,15,1,0,16,1,0,15,10,7,15,80
257,1,31,0,0,123.854,121.45,87.1329,145.372,119.965,326.217,1,0,15,1,0,15,1,0,16,1,0,15,10,8,15,80
258,1,31,0,0,122.282,120.643,156.771,127.569,125.065,215.094,1,0,15,1,0,15,1,0,16,1,0,15,10,9,15,80
259,1,31,0,0,97.2545,92.4234,58.8865,122.776,112.048,108.132,1,0,15,1,0,15,1,0,16,1,0,15,10,10,15,80
260,1,31,0,0,71.5427,92.1699,96.8252,74.5727,87.2678,61.2351,1,0,13,1.15385,0.284024,13,1.14286,0.265306,14,1,0,13,10,11,15,80
261,1,31,0,0,45.0067,79.8319,169.763,62.4745,78.371,296.133,1.22222,0.17284,9,1.55556,1.58025,9,1.5,1.45,10,1.22222,0.17284,9,10,12,15,80
262,1,31,0,0,55.612,79.623,265.845,57.1375,78.5374,108.693,1.875,0.609375,8,1.57143,0.530612,7,1.5,0.5,8,1.875,0.609375,8,10,13,15,80
263,0,31,7,7,49.858,60.3043,617.32,77.1744,63.5465,425.192,3.25,5.1875,4,3.33333,4.22222,3,2.75,4.1875,4,5,27.5,4,10,14,15,80
264,1,31,1,1,57.4016,68.0974,427.29,19.395,62.4249,636.017,2.2,3.76,5,3,7.6,5,2.5,5.25,6,2.2,3.76,5,10,15,15,80
265,1,31,4,3,78.5973,61.3085,702.284,21.4418,61.4071,575.887,3,8.5,4,4.5,16.75,4,3,6.4,5,3.25,11.1875,4,10,16,15,80
266,1,31,8,6,48.8061,54.6683,509.573,71.9713,54.6917,653.837,4,6,3,5,16,2,3,8,3,6.66667,36.2222,3,10,17,15,80
267,0,31,11,7,10.1368,64.9113,712.37,47.3258,42.9546,688.251,3.66667,6.22222,3,7.5,42.25,2,3,8,3,2,1,2,10,18,15,80
268,0,31,19,19,42.8986,42.838,631.562,57.4134,63.7978,150.645,4,9,2,3,0,1,2,1,2,1,0,1,10,19,15,80
269,0,31,15,15,80.9297,76.9367,129.233,37.9561,44.7859,822.926,1.33333,0.222222,3,8,98,3,2.5,6.75,4,1.33333,0.222222,3,10,20,15,80
270,0,31,21,21,-33.3579,12.2226,1707.48,16.4142,46.9536,733.822,4,9,2,1,0,1,1,0,2,1,0,1,10,21,15,80
271,0,31,20,20,-29.875,17.1739,1740.66,14.6139,51.6959,510.473,4.5,12.25,2,1,0,1,1,0,2,1,0,1,10,22,15,80
272,0,31,20,20,9.31365,43.5191,589.903,-7.22632,24.6064,1215.37,1,0,2,1,0,1,3,8,3,1,0,2,10,23,15,80
273,0,31,21,21,-56.4828,14.0031,2363.34,-34.4073,12.1679,1526.73,1,0,1,nan,nan,0,4.5,12.25,2,1,0,1,10,24,15,80
274,0,31,21,21,-3.55014,48.4764,686.812,-68.3511,0.928984,2259.59,1,0,1,nan,nan,0,4.5,12.25,2,1,0,1,10,25,15,80
275,1,31,0,0,212.403,166.481,1481.6,265.273,174.056,2294.11,1,0,15,1,0,15,1,0,16,1,0,15,10,1,15,80
276,1,31,0,0,232.85,179.891,1636.38,208.661,147.994,1071.99,1,0,15,1,0,15,1,0,16,1,0,15,10,2,15,80
277,1,31,0,0,223.759,166.911,1336.23,157.365,104.918,389.869,1,0,15,1,0,15,1,0,16,1,0,15,10,3,15,80
278,1,31,0,0,189.34,148.692,1057.47,144.381,123.2,228.36,1,0,15,1,0,15,1,0,16,1,0,15,10,4,15,80
279,1,31,0,0,161.4,137.63,363.143,196.699,135.887,1187.19,1,0,15,1,0,15,1,0,16,1,0,15,10,5,15,80
280,1,31,0,0,162.851,135.431,488.576,138.667,116.41,205.868,1,0,15,1,0,15,1,0,16,1,0,15,10,6,15,80
281,1,31,0,0,173.779,148.327,516.455,133.404,106.195,100.471,1,0,15,1,0,15,1,0,16,1,0,15,10,7,15,80
282,1,31,0,0,112.89,102.29,95.3581,138.554,112.36,126.198,1,0,15,1,0,15,1,0,16,1,0,15,10,8,15,80
283,1,31,0,0,140.067,123.269,195.887,102.755,96.5326,39.9173,1,0,15,1,0,15,1,0,16,1,0,15,10,9,15,80
284,1,31,0,0,87.5806,96.5706,49.1203,89.4759,91.1652,30.7711,1,0,15,1,0,15,1,0,16,1,0,15,10,10,15,80
285,1,31,0,0,86.6809,97.0501,48.1802,113.329,98.6887,102.651,1,0,15,1,0,15,1,0,16,1,0,15,10,11,15,80
286,1,31,0,0,63.7723,84.9274,137.314,70.387,80.7395,161.48,1.25,0.354167,12,1.36364,0.77686,11,1.33333,0.722222,12,1.25,0.354167,12,10,12,15,80
287,1,31,1,1,75.3408,73.9475,250.52,14.4169,74.3919,449.619,1.5,1,8,2.25,6.6875,8,2,4.66667,9,1.5,1,8,10,13,15,80
288,1,31,6,5,73.9412,58.7546,724.649,28.7314,58.3461,663.491,2.5,6.75,4,5,28.5,4,3,7.6,5,2.75,9.1875,4,10,14,15,80
289,1,31,2,2,50.1365,59.1233,1067.19,8.40569,64.0294,495.296,3,6.8,5,1.5,0.75,4,2.33333,4.88889,6,3,6.8,5,10,15,15,80
290,1,31,2,2,37.5181,56.2331,866.426,20.6466,65.0035,415.162,3.5,5.25,4,2.33333,3.55556,3,3,6.4,5,4,9.5,4,10,16,15,80
291,0,31,10,10,52.4123,59.0239,891.521,69.702,66.7594,264.558,3,6,4,2.66667,5.55556,3,2.25,4.6875,4,5.5,44.75,4,10,17,15,80
292,0,31,12,9,71.8283,55.7299,556.658,34.3755,52.4605,659.671,4.5,12.25,2,1,0,1,3.33333,10.8889,3,6,25,2,10,18,15,80
293,0,31,13,13,60.4759,48.7307,547.251,34.5794,49.5295,947.979,2.33333,3.55556,3,1,0,2,2.75,9.1875,4,2.33333,3.55556,3,10,19,15,80
294,0,31,16,16,44.1734,47.2145,791.494,61.7734,57.2361,355.894,3,8,3,2.5,2.25,2,2,2,3,1,0,2,10,20,15,80
295,0,31,19,19,47.3036,55.8403,336.04,17.2577,28.9794,1066.54,1.5,0.25,2,1,0,1,3,8,3,1.5,0.25,2,10,21,15,80
296,0,31,22,22,29.5192,47.914,472.841,-41.9522,0.685448,2109.66,1,0,1,nan,nan,0,4,9,2,1,0,1,10,22,15,80
297,0,31,20,20,-57.7162,2.02838,3189.05,-55.2158,21.7883,1907.97,4.5,12.25,2,1,0,1,1,0,2,1,0,1,10,23,15,80
298,0,31,20,20,-36.7454,22.5614,2096.91,-90.406,3.06154,2966.79,1,0,1,nan,nan,0,5,16,2,1,0,1,10,24,15,80
299,0,31,20,20,-107.364,-7.40498,4025.29,-33.0591,30.3542,1510.12,4.5,12.25,2,1,0,1,1,0,2,1,0,1,10,25,15,80
300,1,31,0,0,244.925,182.331,1869.69,240.488,165.329,1781.93,1,0,15,1,0,15,1,0,16,1,0,15,10,1,15,80
301,1,31,0,0,242.122,172.279,2032.87,242.277,169.985,1800.54,1,0,15,1,0,15,1,0,16,1,0,15,10,2,15,80
302,1,31,0,0,249.327,185.781,2099.98,182.012,134.159,516.492,1,0,15,1,0,15,1,0,16,1,0,15,10,3,15,80
303,1,31,0,0,173.047,144.527,469.999,169.241,123.884,567.993,1,0,15,1,0,15,1,0,16,1,0,15,10,4,15,80
304,1,31,0,0,163.065,134.621,495.202,210.491,149.565,1009.27,1,0,15,1,0,15,1,0,16,1,0,15,10,5,15,80
305,1,31,0,0,135.382,125.987,141.743,154.668,121.585,259.771,1,0,15,1,0,15,1,0,16,1,0,15,10,6,15,80
306,1,31,0,0,174.228,139.063,457.725,148.895,123.385,179.913,1,0,15,1,0,15,1,0,16,1,0,15,10,7,15,80
307,1,31,0,0,153.507,135.798,282.512,122.624,108.28,159.844,1,0,15,1,0,15,1,0,16,1,0,15,10,8,15,80
308,1,31,0,0,147.172,130.985,196.432,111.033,98.0776,44.4191,1,0,15,1,0,15,1,0,16,1,0,15,10,9,15,80
309,1,31,0,0,107.669,97.9943,110.371,89.7821,92.009,62.7371,1,0,15,1,0,15,1,0,16,1,0,15,10,10,15,80
310,1,31,0,0,90.1233,103.157,62.0072,106.276,97.4207,43.5711,1,0,15,1,0,15,1,0,16,1,0,15,10,11,15,80
311,1,31,0,0,73.4802,73.346,432.802,40.3414,78.0804,207.162,2,3,8,1.28571,0.489796,7,1.25,0.4375,8,2,3,8,10,12,15,80
312,1,31,0,0,60.6985,79.2249,173.407,43.0569,74.3191,266.552,1.625,0.984375,8,1.75,1.6875,8,1.66667,1.55556,9,1.625,0.984375,8,10,13,15,80
313,1,31,0,0,35.7329,79.8003,651.689,50.066,74.8514,135.11,2,2,8,1.42857,0.530612,7,1.375,0.484375,8,2,2,8,10,14,15,80
314,1,31,0,0,26.7592,76.1947,569.81,49.9504,67.7682,629.994,1.5,1.25,6,2.33333,3.88889,6,2.14286,3.55102,7,1.5,1.25,6,10,15,15,80
315,0,31,7,7,63.455,61.6008,487.926,45.7395,56.5021,719.819,2.25,4.6875,4,4.5,36.75,4,2.4,7.84,5,2.25,4.6875,4,10,16,15,80
316,1,31,6,6,71.1114,72.9143,331.531,53.9118,59.8991,604.592,2,1.2,5,3.6,22.24,5,2.16667,4.80556,6,2,1.2,5,10,17,15,80
317,0,31,13,9,22.7659,55.1141,761.624,46.439,43.8933,573.925,3,8,3,6,25,2,3,8,3,1,0,2,10,18,15,80
318,0,31,12,8,45.1684,46.3423,623.025,17.9084,56.0219,773.024,3,8,3,1,0,2,2.5,6.75,4,4.33333,22.2222,3,10,19,15,80
319,0,31,16,16,36.3585,47.5221,1016.17,13.5662,49.2354,703.313,2.75,9.1875,4,1,0,3,1,0,4,1,0,3,10,20,15,80
320,0,31,20,20,-13.0145,23.3167,1413.87,51.2097,66.9472,125.814,4,9,2,2,0,1,1.5,0.25,2,1,0,1,10,21,15,80
321,0,31,20,20,-32.3905,22.5523,1570.12,22.1884,52.7678,359.369,4.5,12.25,2,1,0,1,1,0,2,1,0,1,10,22,15,80
322,0,31,21,21,14.2231,30.4599,822.129,-24.4534,31.0262,1064.72,4,9,2,1,0,1,1,0,2,1,0,1,10,23,15,80
323,0,31,17,17,-71.0124,14.5659,2358.36,-83.8509,13.5556,3060.61,2.5,2.25,2,1,0,1,3,8,3,2.5,2.25,2,10,24,15,80
324,0,31,21,21,-55.9495,9.09042,1903.84,-77.5462,7.68031,2625.78,9,0,1,nan,nan,0,1,0,1,nan,nan,0,10,25,15,80
325,1,31,0,0,240.879,187.126,1988.59,265.893,176.894,2570.53,1,0,15,1,0,15,1,0,16,1,0,15,10,1,15,80
326,1,31,0,0,235.363,175.605,1851.42,240.425,163.793,1928.32,1,0,15,1,0,15,1,0,16,1,0,15,10,2,15,80
327,1,31,0,0,227.55,166.627,1737.16,209.845,157.128,1192.55,1,0,15,1,0,15,1,0,16,1,0,15,10,3,15,80
328,1,31,0,0,176.259,143.926,666.657,179.819,123.449,559.553,1,0,15,1,0,15,1,0,16,1,0,15,10,4,15,80
329,1,31,0,0,145.951,139.685,362.154,186.506,142.139,844.107,1,0,15,1,0,15,1,0,16,1,0,15,10,5,15,80
330,1,31,0,0,168.068,137.909,555.933,150.172,117.359,419.659,1,0,15,1,0,15,1,0,16,1,0,15,10,6,15,80
331,1,31,0,0,154.051,131.745,362.645,138.414,99.6242,275.883,1,0,15,1,0,15,1,0,16,1,0,15,10,7,15,80
332,1,31,0,0,126,113.808,143.344,95.9928,87.7401,63.8745,1,0,15,1,0,15,1,0,16,1,0,15,10,8,15,80
333,1,31,0,0,102.75,111.606,64.9393,139.421,120.059,215.619,1,0,15,1,0,15,1,0,16,1,0,15,10,9,15,80
334,1,31,0,0,105.256,88.6214,71.1051,76.2425,86.906,57.1176,1,0,15,1.07143,0.0663265,14,1.06667,0.0622222,15,1,0,15,10,10,15,80
335,1,31,0,0,77.7666,92.7194,119.001,107.314,90.5272,141.296,1.14286,0.122449,14,1,0,14,1,0,15,1.14286,0.122449,14,10,11,15,80
336,1,31,1,1,79.0881,79.6227,447.053,10.9737,70.3068,396.228,1.44444,1.58025,9,1.88889,4.76543,9,1.7,3.21,10,1.44444,1.58025,9,10,12,15,80
337,1,31,0,0,30.3834,74.0698,306.92,78.3998,76.9393,102.138,2.25,2.6875,8,1.71429,0.77551,7,1.625,0.734375,8,2.25,2.6875,8,10,13,15,80
338,1,31,0,0,21.5279,79.1776,411.206,83.3418,79.9781,168.035,1.7,2.21,10,1.33333,0.888889,9,1.3,0.81,10,1.7,2.21,10,10,14,15,80
339,1,31,1,1,41.712,61.6042,924.719,14.1366,65.9868,406.424,3,7.6,5,1.75,1.6875,4,2.5,5.25,6,3,7.6,5,10,15,15,80
340,0,31,11,11,19.8349,51.3369,852.079,64.613,59.3959,473.682,2.5,6.75,4,3,4.66667,3,2.5,4.25,4,1,0,3,10,16,15,80
341,1,31,5,5,47.1624,60.0517,575.335,80.8452,64.5899,295.744,3.75,4.6875,4,3,2.66667,3,2.5,2.75,4,5,17.5,4,10,17,15,80
342,0,31,11,11,58.0611,64.5932,334.588,30.8162,51.6607,844.381,2.66667,5.55556,3,1,0,2,3,12,4,2.66667,5.55556,3,10,18,15,80
343,0,31,11,11,23.0814,52.9599,884.333,26.2049,49.0038,772.019,2.5,6.75,4,3,8,3,2.5,6.75,4,1,0,3,10,19,15,80
344,0,31,13,13,-19.4952,26.2392,1968.24,46.8908,68.7013,170.678,3.33333,10.8889,3,1,0,2,1,0,3,7.66667,88.8889,3,10,20,15,80
345,0,31,20,20,45.6556,65.5976,191.345,-23.3405,25.8107,1214.31,1,0,2,1,0,1,3,8,3,1,0,2,10,21,15,80
346,0,31,18,18,-14.0524,39.3392,1078.4,-18.6716,26.0267,1499.72,2,1,2,1,0,1,3,8,3,2,1,2,10,22,15,80
347,0,31,21,21,-63.8812,1.22348,2453.48,-5.4759,34.696,1129.45,4,9,2,1,0,1,1,0,2,1,0,1,10,23,15,80
348,0,31,20,20,-20.3658,35.1791,1320.98,-83.8941,4.45943,2985.94,1,0,2,1,0,1,3,8,3,1,0,2,10,24,15,80
